498,praedetermino,v,v1spia--1-,praedetermin praedeterminau praedeterminat,,,[prae̯.deːˈtɛr.mɪ.noː],praedetermino,0
113650,113650,incongruenter,r,rp--------,,,,[ɪŋ.kɔŋ.'grʊ.jɛ.n̪t̪ɛr],incongruenter,0
113636,i1009,inconcinnitas,n,n-s---fn3-,inconcinnitat,,,[ɪŋ.kɔŋ.'kɪn̪.n̪ɪ.t̪as],inconcinnitas,0
113657,113657,inconnconexus,a,aps---mn1-,inconnconex inconnconex inconnconex,,,[ɪŋ.kɔn̪ŋ.kɔ.'n̪ɛk.sʊs],inconnconexus,0
113638,i1011,inconcretus,a,aps---mn1-,inconcret inconcret inconcret,,,[ɪŋ.'kɔŋ.krɛ.t̪ʊs],inconcretus,0
113660,113660,inconniuens,a,aps---an3i,inconniuent inconniuent inconniuent,,,[ɪŋ.'kɔn̪.n̪ɪ.weːn̪s],inconniuens,0
113643,i1015,inconfectus,a,aps---mn1-,inconfect inconfect inconfect,,,[ɪŋkɔːn̪.'fɛk.t̪ʊs],inconfectus,0
113661,113661,inconniuus,a,aps---mn1-,inconniu inconniu inconniu,,,[ɪŋ.'kɔn̪.n̪ɪ.wʊs],inconniuus,0
113662,113662,inconruptibilis,a,aps---cn3i,inconruptibil inconruptibil inconruptibil,,,[ɪŋ.kɔ.n̪rʊ.'pt̪ɪ.bɪ.lɪs],inconruptibilis,0
113663,113663,inconscientia,n,n-s---fn1-,inconscienti,,,[ɪŋkɔːn̪s.kɪ̣.'jɛn̪.t̪ɪ̣.ja],inconscientia,0
113646,i1016,inconfusibilis,a,aps---cn3i,inconfusibil inconfusibil inconfusibil,,,[ɪŋkɔːn̪.fʊ.'sɪ.bɪ.lɪs],inconfusibilis,0
113648,i1018,incongelabilis,a,aps---cn3i,incongelabil incongelabil incongelabil,,,[ɪŋ.kɔŋ.gɛ.'la.bɪ.lɪs],incongelabilis,0
113649,i1019,incongressibilis,a,aps---cn3i,incongressibil incongressibil incongressibil,,,[ɪŋ.kɔŋ.grɛ.'ssɪ.bɪ.lɪs],incongressibilis,0
113651,i1021,incongruentia,n,n-s---fn1-,incongruenti,,,[ɪŋ.kɔŋ.grʊ.'jɛ.n̪t̪ɪ̣.ja],incongruentia,0
113652,i1022,incongruitas,n,n-s---fn3-,incongruitat,,,[ɪŋ.'kɔŋ.gru.jt̪as],incongruitas,0
113654,i1024,inconiugus,a,aps---mn1-,inconiug inconiug inconiug,,,[ɪŋ.'kɔ.n̪ɪ̣.jʊgʷs],inconiugus,0
113656,i1027,inconiuus,a,aps---mn1-,inconiu inconiu inconiu,,,[ɪŋ.'kɔ.n̪ɪ.wʊs],inconiuus,0
113658,i1028,inconnexio,n,n-s---fn3-,inconnexion,,,[ɪŋ.kɔn̪.'n̪ɛk.sɪ̣.jɔ],inconnexio,0
113659,i1029,inconnexus,a,aps---mn1-,inconnex inconnex inconnex,,,[ɪŋ.kɔn̪.'n̪ɛk.sʊs],inconnexus,0
113664,i1030,inconscius,a,aps---mn1-,inconsci inconsci inconsci,,,['ɪŋkɔːn̪s.kɪ̣.jʊs],inconscius,0
113666,i1032,inconsentaneus,a,aps---mn1-,inconsentane inconsentane inconsentane,,,[ɪŋkɔːn̪.'sɛn̪.t̪an̪ews],inconsentaneus,0
113667,i1033,inconsentiens,a,aps---an3i,inconsentient inconsentient inconsentient,,,[ɪŋkɔːn̪.'sɛn̪.t̪ɪ̣.jeːn̪s],inconsentiens,0
113668,i1034,inconsequens,a,aps---an3i,inconsequent inconsequent inconsequent,,,['ɪŋkɔːn̪.sɛ.kʷeːn̪s],inconsequens,0
113616,i0992,incommutatus,a,aps---mn1-,incommutat incommutat incommutat,,,[ɪŋ.kɔ.'mmʊ.t̪a.t̪ʊs],incommutatus,0
113672,i1039,inconsideratio,n,n-s---fn3-,inconsideration,,,[ɪŋkɔːn̪.sɪ.d̪ɛ.'ra.t̪ɪ̣.jɔ],inconsideratio,0
33994,33994,halica,n,n-s---fn1-,halic,,,['ha.lɪ.ka],halica,0
113673,113673,inconsiderato,r,rp--------,,,,[ɪŋkɔːn̪.sɪ.'d̪ɛ.ra.t̪ɔ],inconsiderato,0
113674,113674,inconsilium,n,n-s---nn2-,inconsili,,,[ɪŋkɔːn̪.'sɪ.lɪ̣.jũː],inconsilium,0
113677,i1043,inconsonans,a,aps---an3i,inconsonant inconsonant inconsonant,,,['ɪŋkɔːn̪.sɔ.n̪aːn̪s],inconsonans,0
113678,113678,inconsonanter,r,rp--------,,,,[ɪŋkɔːn̪.sɔ.'n̪an̪.t̪ɛr],inconsonanter,0
113679,i1044,inconsonantia,n,n-s---fn1-,inconsonanti,,,[ɪŋkɔːn̪.sɔ.'n̪an̪.t̪ɪ̣.ja],inconsonantia,0
113680,i1045,inconsonus,a,aps---mn1-,inconson inconson inconson,,,['ɪŋkɔːn̪.sɔ.n̪ʊs],inconsonus,0
113681,i1046,inconspectus,a,aps---mn1-,inconspect inconspect inconspect,,,[ɪŋkɔːn̪s.'pɛk.t̪ʊs],inconspectus,0
113682,i1047,inconspicuus,a,aps---mn1-,inconspicu inconspicu inconspicu,,,[ɪŋkɔːn̪s.'pɪ.kʊ.jʊs],inconspicuus,0
113683,i1048,inconspretus,a,aps---mn1-,inconspret inconspret inconspret,,,['ɪŋkɔːn̪s.prɛ.t̪ʊs],inconspretus,0
113684,113684,inconstructus,a,aps---mn1-,inconstruct inconstruct inconstruct,,,['ɪŋkɔːn̪s.t̪rʊ.kt̪ʊs],inconstructus,0
113685,113685,inconstruo,v,v1spia--3-,inconstru - -,,,['ɪŋkɔːn̪s.t̪rʊ.jɔ],inconstruo,0
113686,113686,inconsubstantiuus,a,aps---mn1-,inconsubstantiu inconsubstantiu inconsubstantiu,,,[ɪŋkɔːn̪.sʊps.'t̪an̪.t̪ɪ.wʊs],inconsubstantiuus,0
113688,113688,inconsulto,r,rp--------,,,,[ɪŋkɔːn̪.'sʊɫ.t̪ɔ],inconsulto,0
113691,113691,inconsumptibilis,a,aps---cn3i,inconsumptibil inconsumptibil inconsumptibil,,,[ɪŋkɔːn̪.sʊmp.'t̪ɪ.bɪ.lɪs],inconsumptibilis,0
113689,i1052,inconsultum,n,n-s---nn2-,inconsult,,,[ɪŋkɔːn̪.'sʊɫ.t̪ũː],inconsultum,0
113690,i1052,inconsultus,n,n-s---mn4-,inconsult,,,[ɪŋkɔːn̪.'sʊɫ.t̪ʊs],inconsultus,0
113695,113695,incontaminabiliter,r,rp--------,,,,[ɪŋ.kɔn̪.t̪a.mɪ.n̪a.'bɪ.lɪ.t̪ɛr],incontaminabiliter,0
113696,113696,incontatus,a,aps---mn1-,incontat incontat incontat,,,[ɪŋ.'kɔn̪.t̪a.t̪ʊs],incontatus,0
113692,i1056,inconsutilis,a,aps---cn3i,inconsutil inconsutil inconsutil,,,[ɪŋkɔːn̪.'sʊ.t̪ɪ.lɪs],inconsutilis,0
113693,i1057,inconsutus,a,aps---mn1-,inconsut inconsut inconsut,,,['ɪŋkɔːn̪.sʊ.t̪ʊs],inconsutus,0
113700,113700,incontinuus,a,aps---mn1-,incontinu incontinu incontinu,,,[ɪŋ.kɔn̪.'t̪ɪ.n̪ʊ.jʊs],incontinuus,0
113694,i1058,incontaminabilis,a,aps---cn3i,incontaminabil incontaminabil incontaminabil,,,[ɪŋ.kɔn̪.t̪a.mɪ.'n̪a.bɪ.lɪs],incontaminabilis,0
113703,113703,incontristabilis,a,aps---cn3i,incontristabil incontristabil incontristabil,,,[ɪŋ.kɔn̪.t̪rɪ.'st̪a.bɪ.lɪs],incontristabilis,0
113704,113704,incontritus,a,aps---mn1-,incontrit incontrit incontrit,,,[ɪŋ.'kɔn̪.t̪rɪ.t̪ʊs],incontritus,0
113705,113705,incontrouersus,a,aps---mn1-,incontrouers incontrouers incontrouers,,,[ɪŋ.kɔn̪.'t̪rɔ.wɛ.rsʊs],incontrouersus,0
113698,i1061,incontemptibilis,a,aps---cn3i,incontemptibil incontemptibil incontemptibil,,,[ɪŋ.kɔn̪.t̪ɛmp.'t̪ɪ.bɪ.lɪs],incontemptibilis,0
113699,i1063,incontiguus,a,aps---mn1-,incontigu incontigu incontigu,,,[ɪŋ.'kɔn̪.t̪ɪ.gʷʊs],incontiguus,0
113710,113710,inconuertibiliter,r,rp--------,,,,[ɪŋ.kɔ.n̪ʊ.jɛr.t̪ɪ.'bɪ.lɪ.t̪ɛr],inconuertibiliter,0
113711,113711,inconuincibilis,a,aps---cn3i,inconuincibil inconuincibil inconuincibil,,,[ɪŋ.kɔ.n̪ujŋ.'kɪ.bɪ.lɪs],inconuincibilis,0
113701,i1068,incontradicibilis,a,aps---cn3i,incontradicibil incontradicibil incontradicibil,,,[ɪŋ.kɔn̪.t̪ra.d̪ɪ.'kɪ.bɪ.lɪs],incontradicibilis,0
113713,113713,inconuulsibilis,a,aps---cn3i,inconuulsibil inconuulsibil inconuulsibil,,,[ɪŋ.kɔ.n̪ʊ.jʊɫ.'sɪ.bɪ.lɪs],inconuulsibilis,0
113702,i1069,incontrectabilis,a,aps---cn3i,incontrectabil incontrectabil incontrectabil,,,[ɪŋ.kɔn̪.t̪rɛ.'kt̪a.bɪ.lɪs],incontrectabilis,0
113706,i1070,incontumacia,n,n-s---fn1-,incontumaci,,,[ɪŋ.kɔn̪.t̪ʊ.'ma.kɪ̣.ja],incontumacia,0
113719,113719,incorporale,n,n-s---nn3i,incorporal,,,[ɪŋ.kɔr.'pɔ.ra.lɛ],incorporale,0
113707,i1073,inconuersibilis,a,aps---cn3i,inconuersibil inconuersibil inconuersibil,,,[ɪŋ.kɔ.n̪ʊ.jɛr.'sɪ.bɪ.lɪs],inconuersibilis,0
113721,113721,incorporaliter,r,rp--------,,,,[ɪŋ.kɔr.pɔ.'ra.lɪ.t̪ɛr],incorporaliter,0
113709,i1075,inconuertibilitas,n,n-s---fn3-,inconuertibilitat,,,[ɪŋ.kɔ.n̪ʊ.jɛr.t̪ɪ.'bɪ.lɪ.t̪as],inconuertibilitas,0
113712,i1076,inconuolutus,a,aps---mn1-,inconuolut inconuolut inconuolut,,,[ɪŋ.kɔ.n̪ʊ.'jɔ.lʊ.t̪ʊs],inconuolutus,0
113715,i1078,incopiosus,a,aps---mn1-,incopios incopios incopios,,,[ɪŋ.kɔ.'pɪ̣.jɔ.sʊs],incopiosus,0
113716,i1079,incoprio,v,v1spia--1-,incopri incopriau incopria,,,[ɪŋ.'kɔ.prɪ̣.jɔ],incoprio,0
113717,i1081,incoram,r,rp--------,,,,['ɪŋ.kɔ.rãː],incoram,0
113718,i1083,incorporabilis,a,aps---cn3i,incorporabil incorporabil incorporabil,,,[ɪŋ.kɔr.pɔ.'ra.bɪ.lɪs],incorporabilis,0
113720,i1085,incorporalitas,n,n-s---fn3-,incorporalitat,,,[ɪŋ.kɔr.pɔ.'ra.lɪ.t̪as],incorporalitas,0
113670,i1036,inconsiderans,a,aps---an3i,inconsiderant inconsiderant inconsiderant,,,[ɪŋkɔːn̪.'sɪ.d̪ɛ.raːn̪s],inconsiderans,0
34016,34016,hexametrus,n,n-s---mn2-,hexametr,,,[hɛk.'sa.mɛ.t̪rʊs],hexametrus,0
113724,i1090,incorrigibiliter,r,rp--------,,,,[ɪŋ.kɔr.rɪ.gɪ.'bɪ.lɪ.t̪ɛr],incorrigibiliter,0
113726,i1098,incoxo,v,v1spia--1-,incox incoxau incoxat,,,[ɪŋ.'kɔk.sɔ],incoxo,0
113728,i1100,increatus,a,aps---mn1-,increat increat increat,,,[ɪŋ.'krɛ̣.ja.t̪ʊs],increatus,0
34011,34011,implanto,v,v1spia--1-,implant implantau implantat,,,[ɪmˈpɫan.toː],implanto,0
113729,i1102,increbro,v,v1spia--1-,increbr increbrau increbrat,,,['ɪŋ.krɛ.brɔ],increbro,0
33984,33984,mazer,n,n-s---mn2r,mazer,,,['maz.zɛr],mazer,0
113732,i1105,increditus,a,aps---mn1-,incredit incredit incredit,,,[ɪŋ.'krɛ.d̪ɪ.t̪ʊs],increditus,0
113730,113730,incredendus,a,aps---mn1-,incredend incredend incredend,,,[ɪŋ.'krɛ.d̪ɛ.n̪d̪ʊs],incredendus,0
113734,i1103,incredundus,a,aps---mn1-,incredund incredund incredund,,,[ɪŋ.'krɛ.d̪ʊ.n̪d̪ʊs],incredundus,0
113733,113733,incredule,r,rp--------,,,,[ɪŋ.'krɛ.d̪ʊ.lɛ],incredule,0
113736,i1109,incremento,v,v1spia--1-,increment incrementau incrementa,,,[ɪŋ.'krɛ.mɛ.n̪t̪ɔ],incremento,0
113735,113735,incrematus,a,aps---mn1-,incremat incremat incremat,,,[ɪŋ.'krɛ.ma.t̪ʊs],incrematus,0
113737,i1113,increpatiue,r,rp--------,,,,[ɪŋ.krɛ.'pa.t̪ɪ.wɛ],increpatiue,0
113741,113741,increpatus,a,aps---mn1-,increpat increpat increpat,,,[ɪŋ.'krɛ.pa.t̪ʊs],increpatus,0
113742,113742,increpitus,a,aps---mn1-,increpit increpit increpit,,,[ɪŋ.'krɛ.pɪ.t̪ʊs],increpitus,0
113739,i1114,increpator,n,n-s---mn3-,increpator,,,[ɪŋ.'krɛ.pa.t̪ɔr],increpator,0
113744,113744,increpundia,n,n-p---nn2-,increpundi,,,[ɪŋ.krɛ.'pʊ.n̪d̪ɪ̣.ja],increpundia,0
113746,113746,incribratus,a,aps---mn1-,incribrat incribrat incribrat,,,[ɪŋ.'krɪ.bra.t̪ʊs],incribratus,0
113743,i1108,increpitus,n,n-s---mn4-,increpit,,,[ɪŋ.'krɛ.pɪ.t̪ʊs],increpitus,0
113749,113749,incrispo,v,v1spia--1-,incrisp incrispau incrispa,,,['ɪŋ.krɪ.spɔ],incrispo,0
113750,113750,incrucio,v,v1spia--1-,incruci incruciau incrucia,,,[ɪŋ.'krʊ.kɪ̣.jɔ],incrucio,0
113751,113751,incrudesco,v,v1spia--3-,,,,[ɪŋ.'krʊ.d̪ɛ.skɔ],incrudesco,0
113752,113752,incruente,r,rp--------,,,,[ɪŋ.'krʊ.jɛ.n̪t̪ɛ],incruente,0
113754,113754,incuba,n,n-s---mn1-,incub,,,['ɪŋ.kʊ.ba],incuba,0
113747,i1121,incriminatio,n,n-s---fn3-,incrimination,,,[ɪŋ.krɪ.mɪ.'n̪a.t̪ɪ̣.jɔ],incriminatio,0
113748,i1122,incrispatio,n,n-s---fn3-,incrispation,,,[ɪŋ.krɪ.'spa.t̪ɪ̣.jɔ],incrispatio,0
113758,113758,incubitus,a,aps---mn1-,incubit incubit incubit,,,[ɪŋ.'kʊ.bɪ.t̪ʊs],incubitus,0
113760,113760,inculcate,r,rp--------,,,,[ɪŋ.'kʊɫ.ka.t̪ɛ],inculcate,0
113761,113761,inculcatius,r,rp--------,,,,[ɪŋ.kʊɫ.'ka.t̪ɪ̣.jʊs],inculcatius,0
113762,113762,inculcatus,a,aps---mn1-,inculcat inculcat inculcat,,,[ɪŋ.'kʊɫ.ka.t̪ʊs],inculcatus,0
113765,113765,incursibilis,a,aps---cn3i,incursibil incursibil incursibil,,,[ɪŋ.kʊr.'sɪ.bɪ.lɪs],incursibilis,0
113753,i1125,incrustatio,n,n-s---fn3-,incrustation,,,[ɪŋ.krʊ.'st̪a.t̪ɪ̣.jɔ],incrustatio,0
113768,113768,incursus,a,aps---mn1-,incurs incurs incurs,,,[ɪŋ.'kʊr.sʊs],incursus,0
113755,i1128,incubator,n,n-s---mn3-,incubator,,,[ɪŋ.'kʊ.ba.t̪ɔr],incubator,0
113756,i1129,incubatrix,n,n-s---fn3-,incubatric,,,[ɪŋ.'kʊ.ba.t̪rɪks],incubatrix,0
113772,113772,incuruisco,v,v1spia--3-,incuruisc - -,,,[ɪŋ.kʊ.'rujs.kɔ],incuruisco,0
113757,i1130,incubito,v,v1spia--1-,incubit incubitau incubita,,,[ɪŋ.'kʊ.bɪ.t̪ɔ],incubito,0
113759,i9865,incubitus,n,n-s---mn4-,incubit,,,[ɪŋ.'kʊ.bɪ.t̪ʊs],incubitus,0
113777,113777,incusatus,a,aps---mn1-,incusat incusat incusat,,,[ɪŋ.'kʊ.sa.t̪ʊs],incusatus,0
113778,113778,incussa,n,n-p---nn2-,incuss,,,[ɪŋ.'kʊs.sa],incussa,0
113779,113779,incussio,n,n-s---fn3-,incussion,,,[ɪŋ.'kʊs.sɪ̣.jɔ],incussio,0
113781,113781,incussus,a,aps---mn1-,incuss incuss incuss,,,[ɪŋ.'kʊs.sʊs],incussus,0
113722,113722,incorporatus,a,aps---mn1-,incorporat incorporat incorporat,,,[ɪŋ.kɔr.'pɔ.ra.t̪ʊs],incorporatus,0
113763,i1157,incursatio,n,n-s---fn3-,incursation,,,[ɪŋ.kʊr.'sa.t̪ɪ̣.jɔ],incursatio,0
113766,i1159,incursim,r,rp--------,,,,['ɪŋ.kʊrsĩː],incursim,0
113769,i1164,incuruabilis,a,aps---cn3i,incuruabil incuruabil incuruabil,,,[ɪŋ.kʊ.rʊ.'ja.bɪ.lɪs],incuruabilis,0
113770,i1165,incuruatio,n,n-s---fn3-,incuruation,,,[ɪŋ.kʊ.rʊ.'ja.t̪ɪ̣.jɔ],incuruatio,0
113771,i9837,incuruatura,n,n-s---fn1-,incuruatur,,,[ɪŋ.kʊ.rʊ.'ja.t̪ʊ.ra],incuruatura,0
113773,i1168,incuruitas,n,n-s---fn3-,incuruitat,,,[ɪŋ.kʊ.'ruj.t̪as],incuruitas,0
113775,i1174,incusatiuus,a,aps---mn1-,incusatiu incusatiu incusatiu,,,[ɪŋ.kʊ.'sa.t̪ɪ.wʊs],incusatiuus,0
113776,i1175,incusator,n,n-s---mn3-,incusator,,,[ɪŋ.'kʊ.sa.t̪ɔr],incusator,0
113780,i1177,incussor,n,n-s---mn3-,incussor,,,[ɪŋ.'kʊs.sɔr],incussor,0
33981,33981,melilotum,n,n-s---nn2-,melilot,,,[mɛ.'lɪ.lɔ.t̪ũː],melilotum,0
113788,113788,indalbo,v,v1spia--1-,indalb indalbau indalba,,,[ɪn̪.'d̪aɫ.bɔ],indalbo,0
113785,i1184,indages,n,n-s---fn3i,indag,,,['ɪn̪.d̪a.gɛs],indages,0
113787,i1187,indagus,a,aps---mn1-,indag indag indag,,,['ɪn̪.d̪agʷs],indagus,0
113789,113789,indebite,r,rp--------,,,,[ɪn̪.'d̪ɛ.bɪ.t̪ɛ],indebite,0
113790,113790,indebito,r,rp--------,,,,[ɪn̪.'d̪ɛ.bɪ.t̪ɔ],indebito,0
113793,113793,indeceptibilis,a,aps---cn3i,indeceptibil indeceptibil indeceptibil,,,[ɪn̪.d̪ɛ.kɛp.'t̪ɪ.bɪ.lɪs],indeceptibilis,0
113794,113794,indeciduus,a,aps---mn1-,indecidu indecidu indecidu,,,[ɪn̪.d̪ɛ.'kɪ.d̪ʊ.jʊs],indeciduus,0
113795,113795,indeclinabiliter,r,rp--------,,,,[ɪn̪.d̪ɛ.klɪ.n̪a.'bɪ.lɪ.t̪ɛr],indeclinabiliter,0
113798,113798,indecorae,n,n-p---fn1-,indecor,,,[ɪn̪.'d̪ɛ.kɔ.raj],indecorae,0
113791,i1189,indebitum,n,n-s---nn2-,indebit,,,[ɪn̪.'d̪ɛ.bɪ.t̪ũː],indebitum,0
113799,113799,indecorosus,a,aps---mn1-,indecoros indecoros indecoros,,,[ɪn̪.d̪ɛ.'kɔ.rɔ.sʊs],indecorosus,0
113801,113801,indefense,r,rp--------,,,,[ɪn̪.d̪ɛ.'feːn̪.sɛ],indefense,0
113802,113802,indefesse,r,rp--------,,,,[ɪn̪.d̪ɛ.'fɛs.sɛ],indefesse,0
113805,113805,indeficienter,r,rp--------,,,,[ɪn̪.d̪ɛ.fɪ.kɪ̣.'jɛn̪.t̪ɛr],indeficienter,0
113806,113806,indeficientia,n,n-s---fn1-,indeficienti,,,[ɪn̪.d̪ɛ.fɪ.kɪ̣.'jɛn̪.t̪ɪ̣.ja],indeficientia,0
113808,113808,indefinite,r,rp--------,,,,[ɪn̪.d̪ɛ.'fɪ.n̪ɪ.t̪ɛ],indefinite,0
113796,i1194,indecliuis,a,aps---cn3i,indecliu indecliu indecliu,,,[ɪn̪.'d̪ɛ.klɪ.wɪs],indecliuis,0
113809,113809,indeflebilis,a,aps---cn3i,indeflebil indeflebil indeflebil,,,[ɪn̪.d̪ɛf.'lɛ.bɪ.lɪs],indeflebilis,0
113812,113812,indeliberanter,r,rp--------,,,,[ɪn̪.d̪ɛ.lɪ.bɛ.'ran̪.t̪ɛr],indeliberanter,0
113797,i1196,indecorabiliter,r,rp--------,,,,[ɪn̪.d̪ɛ.kɔ.ra.'bɪ.lɪ.t̪ɛr],indecorabiliter,0
113818,113818,indemonstratus,a,aps---mn1-,indemonstrat indemonstrat indemonstrat,,,[ɪn̪.'d̪ɛmɔːn̪s.t̪ra.t̪ʊs],indemonstratus,0
113800,i1201,indefectus,a,aps---mn1-,indefect indefect indefect,,,[ɪn̪.d̪ɛ.'fɛk.t̪ʊs],indefectus,0
113803,i1203,indefessim,r,rp--------,,,,['ɪn̪.d̪ɛ.fɛssĩː],indefessim,0
113820,113820,indemutabiliter,r,rp--------,,,,[ɪn̪.d̪ɛ.mʊ.t̪a.'bɪ.lɪ.t̪ɛr],indemutabiliter,0
113821,113821,indemutatus,a,aps---mn1-,indemutat indemutat indemutat,,,[ɪn̪.d̪ɛ.'mʊ.t̪a.t̪ʊs],indemutatus,0
113825,113825,indeprehensus,a,aps---mn1-,indeprehens indeprehens indeprehens,,,[ɪn̪.d̪ɛ.prɛ.'heː.n̪sʊs],indeprehensus,0
113827,113827,indeptus,a,aps---mn1-,indept indept indept,,,[ɪn̪.'d̪ɛp.t̪ʊs],indeptus,0
113810,i1211,indelassatus,a,aps---mn1-,indelassat indelassat indelassat,,,[ɪn̪.d̪ɛ.'las.sa.t̪ʊs],indelassatus,0
113831,113831,indesignatus,a,aps---mn1-,indesignat indesignat indesignat,,,[ɪn̪.d̪ɛ.'sɪŋ.n̪a.t̪ʊs],indesignatus,0
113811,i8211,indelebilis,a,aps---cn3i,indelebil indelebil indelebil,,,[ɪn̪.d̪ɛ.'lɛ.bɪ.lɪs],indelebilis,0
113813,i1214,indeliberatus,a,aps---mn1-,indeliberat indeliberat indeliberat,,,[ɪn̪.d̪ɛ.lɪ.'bɛ.ra.t̪ʊs],indeliberatus,0
113834,113834,indesponsata,n,n-s---fn1-,indesponsat,,,[ɪn̪.'d̪ɛspɔːn̪.sa.t̪a],indesponsata,0
113814,i1215,indelictus,a,aps---mn1-,indelict indelict indelict,,,[ɪn̪.d̪ɛ.'lɪk.t̪ʊs],indelictus,0
113815,i1216,indemnatio,n,n-s---fn3-,indemnation,,,[ɪn̪.d̪ɛm.'n̪a.t̪ɪ̣.jɔ],indemnatio,0
113837,113837,indeterminate,r,rp--------,,,,[ɪn̪.d̪ɛ.t̪ɛr.'mɪ.n̪a.t̪ɛ],indeterminate,0
113816,i1219,indemnitas,n,n-s---fn3-,indemnitat,,,[ɪn̪.'d̪ɛm.n̪ɪ.t̪as],indemnitas,0
113817,i1220,indemonstrabilis,a,aps---cn3i,indemonstrabil indemonstrabil indemonstrabil,,,[ɪn̪.d̪ɛmɔːn̪s.'t̪ra.bɪ.lɪs],indemonstrabilis,0
113783,113783,indaganter,r,rp--------,,,,[ɪn̪.d̪a.'gan̪.t̪ɛr],indaganter,0
113819,i1221,indemutabilis,a,aps---cn3i,indemutabil indemutabil indemutabil,,,[ɪn̪.d̪ɛ.mʊ.'t̪a.bɪ.lɪs],indemutabilis,0
113823,i1225,indeprecabilis,a,aps---cn3i,indeprecabil indeprecabil indeprecabil,,,[ɪn̪.d̪ɛ.prɛ.'ka.bɪ.lɪs],indeprecabilis,0
113824,i1226,indeprehensibilis,a,aps---cn3i,indeprehensibil indeprehensibil indeprehensibil,,,[ɪn̪.d̪ɛ.prɛ.heː.'n̪sɪ.bɪ.lɪs],indeprehensibilis,0
113826,i1228,indepto,v,v1spia--1-,indept indeptau indepta,,,[ɪn̪.'d̪ɛp.t̪ɔ],indepto,0
113828,i1229,indescriptus,a,aps---mn1-,indescript indescript indescript,,,[ɪn̪.'d̪ɛs.krɪ.pt̪ʊs],indescriptus,0
113830,i1232,indeses,a,aps---an3-,indesid indesid indesid,,,['ɪn̪.d̪ɛ.sɛs],indeses,0
113832,i1233,indesinens,a,aps---an3i,indesinent indesinent indesinent,,,[ɪn̪.'d̪ɛ.sɪ.n̪eːn̪s],indesinens,0
113833,i1234,indespectus,a,aps---mn1-,indespect indespect indespect,,,[ɪn̪.d̪ɛs.'pɛk.t̪ʊs],indespectus,0
113836,i1237,indeterminabilis,a,aps---cn3i,indeterminabil indeterminabil indeterminabil,,,[ɪn̪.d̪ɛ.t̪ɛr.mɪ.'n̪a.bɪ.lɪs],indeterminabilis,0
113838,i1238,indeterminatus,a,aps---mn1-,indeterminat indeterminat indeterminat,,,[ɪn̪.d̪ɛ.t̪ɛr.'mɪ.n̪a.t̪ʊs],indeterminatus,0
113844,i1245,indeuotus,a,aps---mn1-,indeuot indeuot indeuot,,,['ɪn̪d̪.ewɔ.t̪ʊs],indeuotus,0
113845,i1247,indicabilis,a,aps---cn3i,indicabil indicabil indicabil,,,[ɪn̪.d̪ɪ.'ka.bɪ.lɪs],indicabilis,0
33958,33958,notificatio,n,n-s---fn3-,notification,,,[n̪ɔ.t̪ɪ.fɪ.'ka.t̪ɪ̣.jɔ],notificatio,0
113846,i1248,indicatio,n,n-s---fn3-,indication,,,[ɪn̪.d̪ɪ.'ka.t̪ɪ̣.jɔ],indicatio,0
113849,i9839,indicatura,n,n-s---fn1-,indicatur,,,[ɪn̪.d̪ɪ.'ka.t̪ʊ.ra],indicatura,0
34009,34009,optimismus,n,n-s---mn2-,optimism,,,[ɔp.t̪ɪ.'mɪs.mʊs],optimismus,0
113847,113847,indicatiue,r,rp--------,,,,[ɪn̪.d̪ɪ.'ka.t̪ɪ.wɛ],indicatiue,0
113848,113848,indicator,n,n-s---mn3-,indicator,,,[ɪn̪.'d̪ɪ.ka.t̪ɔr],indicator,0
113850,113850,indicatus,a,aps---mn1-,indicat indicat indicat,,,[ɪn̪.'d̪ɪ.ka.t̪ʊs],indicatus,0
113851,113851,indicendus,a,aps---mn1-,indicend indicend indicend,,,[ɪn̪.d̪ɪ.'kɛn̪.d̪ʊs],indicendus,0
113852,i3154,indicens,a,aps---an3i,indicent indicent indicent,,,['ɪn̪.d̪ɪ.keːn̪s],indicens,0
113853,113853,indicina,n,n-s---fn1-,indicin,,,[ɪn̪.'d̪ɪ.kɪ.n̪a],indicina,0
113854,i1250,indiciua,n,n-s---fn1-,indiciu,,,[ɪn̪.'d̪ɪ.kɪ.wa],indiciua,0
113855,113855,indiciuus,a,aps---mn1-,indiciu indiciu indiciu,,,[ɪn̪.'d̪ɪ.kɪ.wʊs],indiciuus,0
113858,113858,indictitius,a,aps---mn1-,indictiti indictiti indictiti,,,[ɪn̪.d̪ɪk.'t̪ɪ.t̪ɪ̣.jʊs],indictitius,0
113861,113861,indiculus,n,n-s---mn2-,indicul,,,[ɪn̪.'d̪ɪ.kʊ.lʊs],indiculus,0
113859,i1257,indictiuus,a,aps---mn1-,indictiu indictiu indictiu,,,[ɪn̪.'d̪ɪk.t̪ɪ.wʊs],indictiuus,0
113860,i1258,indiculum,n,n-s---nn2-,indicul,,,[ɪn̪.'d̪ɪ.kʊ.ɫũː],indiculum,0
113862,113862,indifferens,n,n-s---nn3-,indifferent,,,[ɪn̪.'d̪ɪf.fɛ.reːn̪s],indifferens,0
113863,i1261,indifferentia,n,n-s---fn1-,indifferenti,,,[ɪn̪.d̪ɪf.fɛ.'rɛn̪.t̪ɪ̣.ja],indifferentia,0
