-D.D.Eisenhower; ""How weary, flat, stale, and unprofitable / Seem to me all the uses of this world""-Shakespeare",
196092,02455899,a,10,"made or constructed by interlacing threads or strips of material or other elements into a whole: ""woven fabrics""; ""woven baskets""; ""the incidents woven into the story""; ""folk songs woven into a symphony""",2401
196095,02456469,a,10,"made by intertwining threads in a series of connected loops rather than by weaving: ""knitted garments""; ""a hand-knitted sweater""",
196103,02458149,a,10,"worn and broken down by hard use: ""a creaky shack""; ""a decrepit bus...its seats held together with friction tape""; ""a flea-bitten sofa""; ""a run-down neighborhood""; ""a woebegone old shack""",
196112,02459569,a,10,"showing signs of wear and tear: ""a ratty old overcoat""; ""shabby furniture""; ""an old house with dirty windows and tatty curtains""",
196114,02459957,a,10,"worn or faded from being on display in a store: ""shopworn merchandise at half price""",
196116,02460328,a,10,"having the nap worn away so that the threads show through: ""threadbare rugs""",
196126,02462042,a,10,"worthy of high praise: ""applaudable efforts to save the environment""; ""a commendable sense of purpose""; ""laudable motives of improving housing conditions""; ""a significant and praiseworthy increase in computer intelligence""",2234
196130,02462881,a,10,"used as a title of respect: ""my honorable colleague""; ""our worthy commanding officer""",2234
197843,02683972,a,10,"of or relating to or characteristic of the city of Florence: ""Florentine art""","1820,2772"
196087,02454907,a,10,"not concerned with the temporal world or swayed by mundane considerations: ""was unworldly and did not greatly miss worldly rewards""-Sheldon Cheney",
196125,02461416,a,10,"having worth or merit or value; being honorable or admirable: ""a worthy fellow""; ""no student deemed worthy, and chosen for admission, would be kept out for lack of funds""-Nathan Pusey; ""worthy of acclaim""; ""orthy of consideration""; ""a worthy cause""",2234
196149,02465549,a,10,"adapted to a xeric (or dry) environment; ""cacti are xerophytic plants""; ""xerophytic adaptations""",
196167,02468000,a,10,"(of the feet of some animals) not webbed; ""a primitive frog with unwebbed toes""",2188
196132,02463154,a,10,"deserving reward or praise: ""a lifetime of meritorious service""; ""meritorious conduct""",2234
196136,02463724,a,10,"having worth or merit or value: ""a valuable friend""; ""a good and worthful man""",2234
196139,02464317,a,10,"not deserving: ""the undeserving poor""",2234
196143,02464848,a,10,"subjected to an injustice: ""the aggrieved party""",
196154,02466310,a,10,"being or growing in or adapted to a moderately moist environment: ""mesophytic habitats""; ""mesophytic plants""",
196243,02476415,a,10,"of or resembling alabaster: ""alabaster statue""","2121,2415"
196271,02479394,a,10,"of or related to or exhibiting allotropism: ""carbon and sulfur and phosphorus are allotropic elements""",2111
196298,02482759,a,10,"of or related to the amnion or characterized by developing an amnion: ""amniotic membrane""",2233
196301,02483175,a,10,"the sound heard in auscultation resembling the hollow sound made by blowing across the mouth of a bottle: ""amphoric breathing indicates a cavity in the lung""",2232
196349,02489110,a,10,"occurring or payable every year: ""an annual trip to Paris""; ""yearly medical examinations""; ""annual (or yearly) income""",1463
196357,02490254,a,10,"occurring or payable every week: ""a weekly trip to town""; ""weekly wages""; ""weekly rent""",1463
196358,02490394,a,10,"appearing or occurring every seven days: ""hebdomadal (or weekly) newspapers""; ""hebdomadal meetings""",1463
196360,02490661,a,10,"occurring during the middle of the week: ""midweek travel""; ""midweekly prayer meetings""",1463
196395,02495013,a,10,"relating to the antipodes or situated at opposite sides of the earth: ""antodpodean latitudes""; ""antipodal regions of the earth""; ""antipodal points on a sphere""",2772
196429,02499006,a,10,"relating to or being in apposition: ""an appositive noun""",1974
196439,02500161,a,10,"relating to or resulting from arbitration: ""the arbitral adjustment of the controversy""; ""an arbitrational settlement""",1753
196451,02501928,a,10,"of or associated with an archbishop: ""anarchiepiscopal see""",1565
196465,02503513,a,10,"of or involving or contained in the arteries: ""arterial disease""; ""the arterial system""; ""arterial blood""",2233
196473,02504641,a,10,"relating to or affecting the joints of the body: ""the articular surfaces of bones""; ""articular disease""",2233
196488,02506639,a,10,"relating to or constituting plant stomata: ""stomatal openings""",2234
196494,02507450,a,10,"relating or belonging to the science of astronomy: ""astronomic telescope""",
196507,02509036,a,10,"relating to or characterized by an aura: ""various aural effects that precede a migraine headache""",2234
196518,02510637,a,10,"relating to or coming from the south: ""austral winds""",2121
196524,02511364,a,10,"relating to or in the style of an autobiography: ""they compiled an autobiographical history of the movement""",
196570,02516828,a,10,"relating to or characteristic of the motion of objects moving under their own momentum and the force of gravity: ""ballistic missile""","2097,2098"
196611,02521636,a,10,"pertaining to a monetary system based on two metals: ""in a bimetallistic system both gold and silver can constitute legal tender""",1768
196613,02521946,a,10,"of or pertaining to a number system have 2 as its base: ""a binary digit""",2873
196619,02522653,a,10,"produced by living organisms or biological processes: ""fermentation is a biogenic process""",2158
196642,02525299,a,10,"of or relating to an arm: ""brachial artery""","2188,2233"
196665,02528005,a,10,"relating to or being a member of a governmental cabinet: ""cabinet matters""; ""a cabinet minister""","1794,1820"
196685,02530142,a,10,"relating to or characteristic of or used in a calendar or time measurement: ""calendric systems""; ""solstice is a time of calendric importance""",1951
196698,02531793,a,10,"being or having the properties of camphor: ""camphoraceous odor""",2111
196708,02533009,a,10,"being or pertaining to or resembling a goat or goats: ""caprine creatures""; ""a caprine strain of virus""; ""a caprine voice""","2158,2188"
196716,02534147,a,10,"causing or tending to cause cancer: ""the carcinogenic action of certain chemicals""","2232,2234"
196540,02513404,a,10,"of or relating to or derived from axioms: ""axiomatic physics""; ""the postulational method was applied to geometry""-S.S.Stevens","1451,2873"
196175,02468827,a,10,"(of angles) pointing inward; ""a polygon with re-entrant angles""",2066
196193,02470856,a,10,(histology) not easily decolorized by acid solutions; pertains to micro-organisms (especially the tubercle bacillus that causes tuberculosis),2158
196227,02474739,a,10,conveying air; as the bronchial tubes,2100
196363,02491110,a,10,"occurring every day of the week except Sunday (and sometimes Saturday); ""his weekday commute""; ""a weekday newspaper""","1753,1951"
196550,02514584,a,10,"(botany) relating to or attached to the axis; ""axial angle""",2172
196679,02529438,a,10,"slipper-shaped; ""the calceiform lip of certain orchids""",2875
196427,02498730,a,10,"relating to or consisting of an appendage or appendages; especially the limbs: ""the appendicular skeleton""",2233
196752,02538687,a,10,"(biology) located or occurring within a cell or cells; ""intracellular fluid""",2158
196990,02568455,a,10,"(architecture) ornamented with foliage or foils; ""foliate tracery""; ""a foliated capital""",2446
196933,02561621,a,10,"relating to severe atmospheric conditions: ""a race against hail or cold rains or some other elemental catastrophe""-J.K.Howard","2097,2126"
196935,02561973,a,10,"containing or characterized by ellipsis: ""the clause of comparison is often elliptical""-G.O.Curme",1969
197018,02572017,a,10,"of or relating to the graphic arts: ""the etchings, drypoints, lithographis, and engravings which together form his graphic work""-Brit. Book News",2518
196920,02559751,a,10,"of or relating to an economy, the system of production and management of material wealth: ""economic growth""; ""aspects of social, political, and economical life""",1753
196725,02535325,a,10,"following the practices or characteristic of carpetbaggers: ""carpetbag adventurers""; ""a carpetbag government""",2516
196738,02536936,a,10,"relating to the concept of categories: ""the applicants were classified according to a categorial system""",
196747,02538008,a,10,"relating to or inhabiting a divine heaven: ""celestial beings""; ""heavenly hosts""",1566
196767,02540620,a,10,"made of grain or relating to grain or the plants that produce it: ""a cereal beverage""; ""cereal grasses""","2172,2354"
196792,02543445,a,10,"relating to or used in chemistry: ""chemical engineer""; ""chemical balance""",2111
196809,02545603,a,10,"relating to or consisting of or emphasizing chords: ""chordal assonance in modern music""; ""chordal rather than contrapuntal music""",2536
196816,02546488,a,10,"of or relating to or befitting citizens as individuals: ""civil rights""; ""civil liberty""; ""civic duties""; ""civic pride""","1707,1718"
196819,02547019,a,10,"relating or belonging to or characteristic of a municipality: ""municipal government""; ""municipal bonds""; ""a municipal park""; ""municipal transportation""",1707
196828,02548013,a,10,"of or resembling or typical of a college or college students: ""collegiate living""; ""collegiate attitudes""; ""collegiate clothes""","1675,1919"
196838,02549360,a,10,"of or relating to concrete representations of abstractions: ""a concretistic-seeming statement""",
